"","kernel","cost","degree","error","dispersion"
"190","polynomial",2,4,0.51017316017316,0.0967405752732195
"191","radial",2,4,0.292857142857143,0.0771570726093646
"192","sigmoid",2,4,0.222294372294372,0.0425874930303759
"193","linear",3,4,0.237012987012987,0.0553560819893674
"194","polynomial",3,4,0.482683982683983,0.0939226571782455
"195","radial",3,4,0.311038961038961,0.0723305822743467
"196","sigmoid",3,4,0.217748917748918,0.0578569804540215
"197","linear",4,4,0.246320346320346,0.0579881939308159
"198","polynomial",4,4,0.473160173160173,0.0670972396375189
"199","radial",4,4,0.301948051948052,0.0706794568689605
"200","sigmoid",4,4,0.240692640692641,0.0482359791651112
"201","linear",5,4,0.241341991341991,0.0547509243022383
"202","polynomial",5,4,0.473160173160173,0.0639348980388511
"203","radial",5,4,0.297402597402597,0.0741441607923892
"204","sigmoid",5,4,0.237012987012987,0.0762831354222719
"205","linear",6,4,0.241341991341991,0.0547509243022383
"206","polynomial",6,4,0.468398268398268,0.065439757472957
"207","radial",6,4,0.292857142857143,0.0771570726093646
"208","sigmoid",6,4,0.218398268398268,0.0694550787382471
"209","linear",7,4,0.245887445887446,0.0463021366480379
"210","polynomial",7,4,0.472943722943723,0.0659472972585889
"211","radial",7,4,0.297402597402597,0.0676689214784844
"212","sigmoid",7,4,0.232683982683983,0.0701842585077335
"213","linear",8,4,0.245887445887446,0.0350087733665034
"214","polynomial",8,4,0.463419913419913,0.0707692543947916
"215","radial",8,4,0.297402597402597,0.0676689214784844
"216","sigmoid",8,4,0.213419913419913,0.0466828251284147
"217","linear",9,4,0.245887445887446,0.0350087733665034
"218","polynomial",9,4,0.454112554112554,0.0662194604261428
"219","radial",9,4,0.301948051948052,0.0601512689389982
"220","sigmoid",9,4,0.228354978354978,0.0763377086537885
"221","linear",10,4,0.241125541125541,0.0391768912441516
"222","polynomial",10,4,0.458658008658009,0.0643184609443486
"223","radial",10,4,0.297402597402597,0.0605046220425755
"224","sigmoid",10,4,0.227922077922078,0.0562960156023904
"225","linear",1e-04,5,0.880735930735931,0.0883916420267321
"226","polynomial",1e-04,5,0.921645021645022,0.0309119067220222
"227","radial",1e-04,5,0.88982683982684,0.0744262179916682
"228","sigmoid",1e-04,5,0.885281385281385,0.0775269228032527
"229","linear",0.001,5,0.880735930735931,0.0883916420267321
"230","polynomial",0.001,5,0.921645021645022,0.0309119067220222
"231","radial",0.001,5,0.88982683982684,0.0744262179916682
"232","sigmoid",0.001,5,0.885281385281385,0.0775269228032527
"233","linear",0.01,5,0.246320346320346,0.0827357181209619
"234","polynomial",0.01,5,0.921645021645022,0.0309119067220222
"235","radial",0.01,5,0.88982683982684,0.0744262179916682
"236","sigmoid",0.01,5,0.885281385281385,0.0775269228032527
"237","linear",0.1,5,0.227056277056277,0.0559100215246148
"238","polynomial",0.1,5,0.884632034632035,0.0581428419403606
